"actorId","actorName","movieCount","ratingSum","normalizedMovieRank","googleHits","normalizedGoogleRank","normalizedRating"
"373","Aamir Khan","11","1170","9.448619842529297","2460000","7.342830181121826","10"
"374","Shah Rukh Khan","23","2000","7.5500898361206055","2670000","7.884580135345459","9.22673988342285"
"375","Salman Khan","36","2340","5.402170181274414","3490000","10","9.20820999145508"
"376","Katrina Kaif","17","1640","8.480819702148438","2120000","6.465700149536133","8.94851970672607"
"377","Deepika Padukone","16","1080","5.646739959716797","3000000","8.735910415649414","8.62716007232666"
"378","Hrithik Roshan","16","1120","5.891300201416016","2650000","7.832980155944824","8.25193977355957"
"379","Priyanka Chopra","36","1990","4.451089859008789","3130000","9.071279525756836","8.13685989379883"
"380","Kareena Kapoor","37","2200","4.860159873962402","2940000","8.581119537353516","8.09064960479736"
"381","Ranbir Kapoor","11","890","6.958499908447266","1860000","5.794960021972656","7.69863986968994"
"382","Kajol","6","450","6.380430221557617","1780000","5.588580131530762","7.25156021118164"
"383","John Abraham","27","1370","4.00724983215332","2610000","7.729790210723877","7.11934995651245"
"384","Amitabh Bachchan","48","2140","3.4048900604248047","2770000","8.142560005187988","7.0113000869751"
"385","Sonakshi Sinha","8","730","7.970109939575195","960000","3.4731600284576416","6.95192003250122"
"386","Alia Bhatt","4","340","7.358699798583984","1190000","4.066510200500488","6.94161987304688"
"387","Ajay Devgn","49","2320","3.6752400398254395","2570000","7.6265997886657715","6.87131977081299"
"388","Asin","5","560","10","35900","1.0891799926757812","6.75012016296387"
"389","Farhan Akhtar","6","370","5.076089859008789","1860000","5.794960021972656","6.62579011917114"
"390","Arjun Kapoor","5","320","5.304349899291992","1690000","5.356400012969971","6.50593996047974"
"391","Akshay Kumar","54","2950","4.3876800537109375","1960000","6.0529398918151855","6.38047981262207"
"392","Anushka Sharma","7","500","6.031060218811035","1320000","4.401879787445068","6.37610006332397"
"393","Vidya Balan","16","1040","5.402170181274414","1340000","4.453470230102539","6.04709005355835"
"394","Aishwarya Rai Bachchan","16","780","3.8125","1930000","5.9755401611328125","6.00856018066406"
"395","Ranveer Singh","5","350","5.891300201416016","1120000","3.8859200477600098","6.00239992141724"
"396","Vir Das","8","310","2.834239959716797","2270000","6.852670192718506","5.95092010498047"
"397","Shahid Kapoor","23","1100","3.7221200466156006","1800000","5.640170097351074","5.76591014862061"
"398","Saif Ali Khan","26","1250","3.746659994125366","1760000","5.536980152130127","5.72107982635498"
"399","Anil Kapoor","19","790","3.1109800338745117","1930000","5.9755401611328125","5.6087498664856"
"400","Prakash Raj","7","390","4.493790149688721","1350000","4.479269981384277","5.54407978057861"
"401","Sonam Kapoor","9","490","4.369569778442383","1360000","4.505070209503174","5.48797988891602"
"402","Sanjay Kapoor","8","280","2.4673900604248047","2080000","6.3625102043151855","5.46249008178711"
"403","Jacqueline Fernandez","4","400","8.826089859008789","0",NULL,"5.4603099822998"
"404","Abhishek Bachchan","34","1770","4.136189937591553","1260000","4.247089862823486","5.20794010162354"
"405","Imran Khan","12","680","4.5869598388671875","1020000","3.6279399394989014","5.11197996139526"
"406","Rekha","9","400","3.3912999629974365","1480000","4.814640045166016","5.10688018798828"
"407","Tabu","16","700","3.3233699798583984","1480000","4.814640045166016","5.06816005706787"
"408","Madhavan","12","630","4.179349899291992","1140000","3.9375200271606445","5.05610990524292"
"409","Sanjay Dutt","43","1740","3.0020198822021484","1560000","5.021029949188232","5.00263977050781"
"410","Parineeti Chopra","5","310","5.108699798583984","737000","2.8978700637817383","4.99323987960815"
"411","Madhuri Dixit","7","310","3.3757801055908203","1300000","4.350279808044434","4.83338022232056"
"412","Preity Zinta","16","880","4.423910140991211","877000","3.259040117263794","4.80881023406982"
"413","Govinda","17","680","2.9565200805664062","1430000","4.685649871826172","4.78557014465332"
"414","Emraan Hashmi","26","1400","4.311039924621582","861000","3.2177600860595703","4.72095012664795"
"415","Bipasha Basu","34","1570","3.5607399940490723","1050000","3.7053399085998535","4.57121992111206"
"416","Uday Chopra","7","450","5.332300186157227","311000","1.7988799810409546","4.49433994293213"
"417","Aditya Roy Kapoor","4","330","7.114130020141602","0",NULL,"4.48462009429932"
"418","Ritesh Deshmukh","20","1270","5.255430221557617","312000","1.8014600276947021","4.4520001411438"
"419","Rishi Kapoor","19","880","3.5743699073791504","934000","3.4060800075531006","4.4084300994873"
"420","Kangana Ranaut","18","850","3.6630399227142334","867000","3.2332398891448975","4.36045980453491"
"421","Dia Mirza","15","400","1.652169942855835","1640000","5.227409839630127","4.35094022750854"
"422","Amrish Puri","11","730","5.53557014465332","125000","1.3190399408340454","4.33670997619629"
"423","Amrita Rao","12","650","4.342390060424805","510000","2.3122599124908447","4.22275018692017"
"424","Lara Dutta","17","810","3.7046000957489014","737000","2.8978700637817383","4.19300985336304"
"425","Om Puri","32","1100","2.40625","1230000","4.1697001457214355","4.17788982391357"
"426","Kiron Kher","10","650","5.402170181274414","25100","1.0613199472427368","4.11380004882812"
"427","Mallika Sherawat","12","570","3.6902201175689697","669000","2.722440004348755","4.08482980728149"
"428","Sonu Sood","6","260","3.2826099395751953","824000","3.122309923171997","4.08042001724243"
"429","Nana Patekar","14","840","4.9130401611328125","173000","1.442870020866394","4.052490234375"
"430","Vinod Khanna","9","520","4.695650100708008","243000","1.623460054397583","4.03150987625122"
"431","Kalki Koechlin","6","320","4.260869979858398","380000","1.976889967918396","3.98515009880066"
"432","Rani Mukerji","27","1410","4.152170181274414","386000","1.99235999584198","3.93201994895935"
"433","Rajkummar Rao","4","290","6.135869979858398","0",NULL,"3.92707991600037"
"434","Tusshar Kapoor","19","1070","4.5526299476623535","165000","1.4222300052642822","3.83531999588013"
"435","Arjun Rampal","24","1140","3.6902201175689697","476000","2.2245399951934814","3.80105996131897"
"436","Paresh Rawal","30","1660","4.456520080566406","176000","1.4506100416183472","3.79672002792358"
"437","Supriya Pathak","5","350","5.891300201416016","0",NULL,"3.78769993782043"
"438","Nawazuddin Siddiqui","5","350","5.891300201416016","0",NULL,"3.78769993782043"
"439","Naseeruddin Shah","19","1010","4.243710041046143","240000","1.6157200336456299","3.7695300579071"
"440","Randeep Hooda","14","700","3.9347798824310303","339000","1.871109962463379","3.73902010917664"
"441","Jaya Bhaduri","6","340","4.5869598388671875","70400","1.178189992904663","3.71579003334045"
"442","Karisma Kapoor","6","150","1.4891300201416016","1260000","4.247089862823486","3.6993100643158"
"443","Sharman Joshi","15","820","4.391300201416016","129000","1.329360008239746","3.6904399394989"
"444","Boman Irani","19","880","3.5743699073791504","416000","2.0697600841522217","3.64682006835938"
"445","Satish Shah","11","510","3.579050064086914","385000","1.9897799491882324","3.60390996932983"
"446","Arshad Warsi","22","1100","3.9347798824310303","217000","1.556380033493042","3.5596399307251"
"447","Raj Babbar","12","590","3.853260040283203","239000","1.6131399869918823","3.54553008079529"
"448","Shilpa Shetty","9","270","1.9782600402832031","960000","3.4731600284576416","3.53698992729187"
"449","Vivek Oberoi","18","740","3.0652201175689697","504000","2.2967801094055176","3.48603010177612"
"450","Anupam Kher","36","1310","2.603260040283203","657000","2.6914799213409424","3.44770002365112"
"451","Sameera Reddy","6","260","3.2826099395751953","370000","1.9510899782180786","3.41290998458862"
"452","Sunny Deol","25","860","2.4086999893188477","687000","2.7688798904418945","3.38091993331909"
"453","Shraddha Kapoor","4","250","5.157609939575195","0",NULL,"3.36953997612"
"454","Akshaye Khanna","14","690","3.8649098873138428","110000","1.2803399562835693","3.36249995231628"
"455","Manish Chaudhary","6","370","5.076089859008789","0",NULL,"3.32308006286621"
"456","Sunil Shetty","42","1530","2.607140064239502","560000","2.4412500858306885","3.30729007720947"
"457","Sohail Khan","13","400","2.0535099506378174","764000","2.967519998550415","3.29169988632202"
"458","Esha Deol","11","400","2.600790023803711","539000","2.3870699405670166","3.27279996871948"
"459","Pavan Malhotra","4","240","4.9130401611328125","0",NULL,"3.23015999794006"
"460","Sonali Kulkarni","8","340","3.201090097427368","249000","1.6389299631118774","3.18853998184204"
"461","Rimi Sen","8","340","3.201090097427368","247000","1.6337699890136719","3.18560004234314"
"462","Sushmita Sen","15","520","2.4347798824310303","534000","2.3741700649261475","3.1708300113678"
"463","Gracy Singh","9","390","3.2826099395751953","204000","1.5228400230407715","3.16883993148804"
"464","Kunal Khemu","8","370","3.567929983139038","85100","1.2161099910736084","3.15664005279541"
"465","Juhi Chawla","13","460","2.5050199031829834","485000","2.247760057449341","3.13881993293762"
"466","Vinay Pathak","13","590","3.4832799434661865","96200","1.2447400093078613","3.12471008300781"
"467","Dharmendra","8","280","2.4673900604248047","473000","2.2167999744415283","3.09973001480103"
"468","Mohammed Zeeshan Ayyub","4","230","4.668479919433594","0",NULL,"3.09077000617981"
"469","Ranvir Shorey","14","630","3.445650100708008","68800","1.1740599870681763","3.06297993659973"
"470","Genelia D'Souza","6","340","4.5869598388671875","0",NULL,"3.04431009292603"
"471","Isha Koppikar","10","400","2.9565200805664062","234000","1.6002399921417236","3.02710008621216"
"472","Soha Ali Khan","6","170","1.8152199983596802","667000","2.7172799110412598","3.01326990127563"
"473","Johnny Lever","7","210","1.9782600402832031","584000","2.503159999847412","2.98415994644165"
"474","Ayesha Takia","16","480","1.9782600402832031","570000","2.4670400619506836","2.96357989311218"
"475","Tia Bajpai","4","220","4.423910140991211","0",NULL,"2.95139002799988"
"476","Nasser","4","220","4.423910140991211","0",NULL,"2.95139002799988"
"477","Saurabh Shukla","10","420","3.152169942855835","102000","1.2597099542617798","2.94453001022339"
"478","Konkona Sen Sharma","14","570","3.026400089263916","148000","1.3783799409866333","2.94047999382019"
"479","Ameesha Patel","20","790","2.9076099395751953","193000","1.4944700002670288","2.93894004821777"
"480","Zayed Khan","14","450","2.18789005279541","462000","2.188430070877075","2.92425990104675"
"481","Neha Dhupia","17","550","2.208440065383911","452000","2.162630081176758","2.92126989364624"
"482","Irrfan Khan","21","780","2.6770200729370117","268000","1.6879500150680542","2.91778993606567"
"483","Revathy","5","270","4.326089859008789","0",NULL,"2.8956298828125"
"484","Girish Karnad","5","270","4.326089859008789","0",NULL,"2.8956298828125"
"485","Fardeen Khan","17","660","2.8414299488067627","180000","1.4609299898147583","2.88211011886597"
"486","Mahesh Manjrekar","12","500","3.119570016860962","57800","1.1456799507141113","2.86096000671387"
"487","Shakti Kapoor","13","370","1.8277599811553955","549000","2.412869930267334","2.84693002700806"
"488","Shiney Ahuja","9","350","2.847830057144165","149000","1.3809599876403809","2.84017992019653"
"489","Lillete Dubey","7","370","4.214290142059326","0",NULL,"2.83190989494324"
"490","Shreyas Talpade","12","480","2.9565200805664062","84800","1.2153300046920776","2.80772995948792"
"491","Minissha Lamba","10","340","2.369570016860962","310000","1.7963000535964966","2.8043200969696"
"492","Jimmy Shergill","20","740","2.6630399227142334","192000","1.4918899536132812","2.7980899810791"
"493","Manisha Koirala","15","460","2.0434799194335938","430000","2.105870008468628","2.79490995407104"
"494","Atul Kulkarni","8","310","2.834239959716797","109000","1.2777600288391113","2.77361989021301"
"495","Amrita Arora","10","350","2.4673900604248047","238000","1.6105600595474243","2.75420999526978"
"496","Neil Nitin Mukesh","8","290","2.589669942855835","184000","1.471250057220459","2.74450993537903"
"497","Rajat Kapoor","11","370","2.3339900970458984","278000","1.7137500047683716","2.73698997497559"
"498","Aftab Shivdasani","22","830","2.734189987182617","117000","1.2984000444412231","2.72835993766785"
"499","Ashmit Patel","6","230","2.7934799194335938","92500","1.235200047492981","2.72613000869751"
"500","Dimple Kapadia","11","370","2.3339900970458984","267000","1.6853699684143066","2.72081995010376"
"501","Urmila Matondkar","9","300","2.304349899291992","262000","1.672469973564148","2.6965799331665"
"502","Danny Denzongpa","4","200","3.9347798824310303","0",NULL,"2.67262005805969"
"503","Ahsaas Channa","4","200","3.9347798824310303","0",NULL,"2.67262005805969"
"504","Prem Chopra","9","210","1.3260899782180786","610000","2.570230007171631","2.65070009231567"
"505","Sushant Singh","9","240","1.652169942855835","471000","2.2116498947143555","2.63216996192932"
"506","Rahul Dev","9","210","1.3260899782180786","595000","2.5315399169921875","2.62863993644714"
"507","Kay Kay Menon","22","750","2.378459930419922","185000","1.473829984664917","2.6256000995636"
"508","Darshan Jariwala","7","270","2.816770076751709","14300","1.033460021018982","2.62442994117737"
"509","Antara Mali","6","190","2.1412999629974365","271000","1.6956900358200073","2.61687994003296"
"510","Jackie Shroff","25","740","1.9391299486160278","349000","1.8969099521636963","2.61633992195129"
"511","Vrajesh Hirjee","8","300","2.7119600772857666","12300","1.0283000469207764","2.56174993515015"
"512","Vicky Ahuja","5","240","3.7391300201416016","0",NULL,"2.56111001968384"
"513","Sandhya Mridul","5","240","3.7391300201416016","0",NULL,"2.56111001968384"
"514","Arbaaz Khan","17","530","2.0933499336242676","235000","1.6028200387954712","2.5366199016571"
"515","Prachi Desai","4","190","3.6902201175689697","0",NULL,"2.53323006629944"
"516","Ali Zafar","4","190","3.6902201175689697","0",NULL,"2.53323006629944"
"517","Udita Goswami","9","280","2.0869600772857666","229000","1.587339997291565","2.52415990829468"
"518","Rana Jung Bahadur","5","180","2.5652201175689697","38100","1.0948599576950073","2.51605010032654"
"519","Abhay Deol","11","350","2.156130075454712","193000","1.4944700002670288","2.51064991950989"
"520","Neetu Chandra","8","260","2.222830057144165","165000","1.4222300052642822","2.5074999332428"
"521","Sanjay Mishra","6","160","1.652169942855835","377000","1.9691499471664429","2.49396991729736"
"522","Priyanshu Chatterjee","7","250","2.5372700691223145","24500","1.0597699880599976","2.4801299571991"
"523","Raveena Tandon","15","340","1.2608699798583984","509000","2.3096799850463867","2.46502995491028"
"524","Alok Nath","5","230","3.5434799194335938","0",NULL,"2.44959998130798"
"525","Mahie Gill","7","230","2.2577600479125977","111000","1.282920002937317","2.44800996780396"
"526","Sharat Saxena","10","350","2.4673900604248047","28100","1.06905996799469","2.4456000328064"
"527","Mithun Chakraborty","23","720","2.1058599948883057","160000","1.4093300104141235","2.43348002433777"
"528","Bobby Deol","24","710","1.9375","221000","1.5666999816894531","2.42722010612488"
"529","Tinnu Anand","11","380","2.422919988632202","14500","1.0339800119400024","2.40025997161865"
"530","Manjari Phadnis","4","180","3.445650100708008","0",NULL,"2.39385008811951"
"531","Kunal Kapoor","4","180","3.445650100708008","0",NULL,"2.39385008811951"
"532","Ayub Khan","4","180","3.445650100708008","0",NULL,"2.39385008811951"
"533","Kashmira Shah","4","180","3.445650100708008","0",NULL,"2.39385008811951"
"534","Deepak Dobriyal","7","240","2.397520065307617","13500","1.0313999652862549","2.38431000709534"
"535","Rajpal Yadav","17","540","2.150899887084961","105000","1.267449975013733","2.3782799243927"
"536","Divya Dutta","16","380","1.3668500185012817","408000","2.0491199493408203","2.37692999839783"
"537","Rajat Bedi","9","300","2.304349899291992","34700","1.0860899686813354","2.362380027771"
"538","Rahul Bose","9","230","1.5434800386428833","302000","1.7756600379943848","2.3217499256134"
"539","Parvin Dabas","10","330","2.271739959716797","17900","1.0427500009536743","2.31908988952637"
"540","Asrani","13","380","1.9030100107192993","157000","1.4015899896621704","2.31346011161804"
"541","Raghuvir Yadav","7","230","2.2577600479125977","17300","1.041200041770935","2.31025004386902"
"542","Avtar Gill","10","320","2.173909902572632","46700","1.1170400381088257","2.3056800365448"
"543","Aashish Chaudhary","9","290","2.195650100708008","28900","1.071120023727417","2.29189991950989"
"544","Laxmikant Berde","5","160","2.173909902572632","29100","1.0716400146484375","2.27980995178223"
"545","Nandita Das","6","140","1.3260899782180786","341000","1.876270055770874","2.25518989562988"
"546","Mukesh Tiwari","8","220","1.7337000370025635","168000","1.4299700260162354","2.23313999176025"
"547","Mahima Chaudhry","11","330","1.9782600402832031","72600","1.183859944343567","2.23225998878479"
"548","Shahana Goswami","5","210","3.152169942855835","0",NULL,"2.2265899181366"
"549","Tara Sharma","5","210","3.152169942855835","0",NULL,"2.2265899181366"
"550","Smita Jaykar","5","210","3.152169942855835","0",NULL,"2.2265899181366"
"551","Gulshan Grover","33","950","1.8596800565719604","101000","1.2571300268173218","2.20642995834351"
"552","Vidya Malvade","8","230","1.8559800386428833","101000","1.2571300268173218","2.20431995391846"
"553","Yashpal Sharma","10","300","1.9782600402832031","43200","1.1080199480056763","2.18902993202209"
"554","Manoj Bajpayee","20","540","1.6847800016403198","154000","1.3938499689102173","2.18467998504639"
"555","Ashutosh Rana","14","400","1.8385100364685059","90700","1.2305500507354736","2.17921996116638"
"556","Ravi Kishan","9","230","1.5434800386428833","195000","1.4996299743652344","2.16441988945007"
"557","Nafisa Ali","4","160","2.9565200805664062","0",NULL,"2.11508011817932"
"558","Arunoday Singh","4","160","2.9565200805664062","0",NULL,"2.11508011817932"
"559","Omkar Das Manikpuri","4","160","2.9565200805664062","0",NULL,"2.11508011817932"
"560","Himanshu Malik","4","160","2.9565200805664062","0",NULL,"2.11508011817932"
"561","Mimoh Chakraborty","4","160","2.9565200805664062","0",NULL,"2.11508011817932"
"562","Nushrat Bharucha","5","200","2.9565200805664062","0",NULL,"2.11508011817932"
"563","Sarika","4","160","2.9565200805664062","0",NULL,"2.11508011817932"
"564","Hema Malini","5","200","2.9565200805664062","0",NULL,"2.11508011817932"
"565","Krishna Bhatt","4","160","2.9565200805664062","0",NULL,"2.11508011817932"
"566","Dino Morea","14","340","1.4192500114440918","198000","1.5073699951171875","2.09804010391235"
"567","Tanushree Dutta","7","170","1.4192500114440918","193000","1.4944700002670288","2.09067988395691"
"568","Zakir Hussain","10","210","1.097830057144165","312000","1.8014600276947021","2.08245992660522"
"569","Asif Basra","7","200","1.8385100364685059","20300","1.0489399433135986","2.07571005821228"
"570","Sachin Khedekar","11","310","1.8004000186920166","34000","1.084280014038086","2.07413005828857"
"571","Celina Jaitly","8","210","1.6114100217819214","94400","1.2401000261306763","2.05522990226746"
"572","Raima Sen","6","120","1","321000","1.824679970741272","2.03994011878967"
"573","Gul Panag","8","170","1.1222800016403198","269000","1.6905299425125122","2.0331699848175"
"574","Rakesh Bedi","8","210","1.6114100217819214","76400","1.193660020828247","2.02876996994019"
"575","Rati Agnihotri","19","500","1.6178499460220337","61200","1.1544500589370728","2.01009011268616"
"576","Ali Fazal","4","150","2.7119600772857666","0",NULL,"1.97569000720978"
"577","Aarti Chhabria","5","120","1.3912999629974365","116000","1.2958199977874756","1.96153998374939"
"578","Satish Kaushik","9","220","1.4347800016403198","98800","1.2514499425888062","1.96103000640869"
"579","Seema Biswas","11","280","1.5335999727249146","56100","1.1412899494171143","1.95457005500793"
"580","Sanjay Suri","13","300","1.3009999990463257","131000","1.3345199823379517","1.93212997913361"
"581","Arun Bakshi","10","250","1.4891300201416016","53400","1.1343300342559814","1.92525994777679"
"582","Arya Babbar","6","140","1.3260899782180786","107000","1.2726099491119385","1.91113996505737"
"583","Namrata Shirodkar","6","140","1.3260899782180786","95400","1.2426799535751343","1.89409005641937"
"584","Dipannita Sharma","5","180","2.5652201175689697","0",NULL,"1.89206004142761"
"585","Manu Rishi Chadha","5","180","2.5652201175689697","0",NULL,"1.89206004142761"
"586","Sharad S. Kapoor","7","160","1.2795000076293945","95600","1.2431999444961548","1.86783003807068"
"587","Farida Jalal","12","280","1.3260899782180786","76900","1.194949984550476","1.86688995361328"
"588","Mugdha Godse","4","140","2.4673900604248047","0",NULL,"1.83631002902985"
"589","Riya Sen","5","170","2.369570016860962","0",NULL,"1.78055000305176"
"590","Bhoomika Chawla","5","170","2.369570016860962","0",NULL,"1.78055000305176"
"591","Tulip Joshi","5","170","2.369570016860962","0",NULL,"1.78055000305176"
"592","Vijay Raaz","11","240","1.1778700351715088","71000","1.1797300577163696","1.77373003959656"
"593","Hrishitaa Bhatt","9","200","1.2173899412155151","46800","1.117300033569336","1.76067996025085"
"594","Dinesh Hingoo","7","160","1.2795000076293945","17000","1.040429949760437","1.75226998329163"
"595","Sadashiv Amrapurkar","11","230","1.0889300107955933","88700","1.2253999710083008","1.74907004833221"
"596","Mohnish Bahl","10","220","1.1956499814987183","20600","1.0497100353240967","1.70976996421814"
"597","Farooq Shaikh","7","140","1","94000","1.2390700578689575","1.70617997646332"
"598","Vikram Gokhale","7","150","1.1397500038146973","31900","1.0788600444793701","1.69451999664307"
"599","Govind Namdeo","6","130","1.163040041923523","17900","1.0427500009536743","1.68720996379852"
"600","Kurush Deboo","6","130","1.163040041923523","8340","1.0180799961090088","1.67315995693207"
"601","Sahil Khan","5","160","2.173909902572632","0",NULL,"1.66904997825623"
"602","Yash Tonk","5","160","2.173909902572632","0",NULL,"1.66904997825623"
"603","Ishrat Ali","5","100","1","68100","1.1722500324249268","1.6680999994278"
"604","Milind Gunaji","10","200","1","24300","1.0592600107192993","1.60370004177094"
"605","Sudesh Berry","6","120","1","16100","1.038100004196167","1.59165000915527"
"606","Rajit Kapoor","6","120","1","15900","1.0375900268554688","1.59134995937347"
"607","Nassar Abdulla","6","120","1","7290","1.0153800249099731","1.57869005203247"
"608","Snehal Dabi","7","140","1","1330","1","1.56992995738983"
"609","Sandali Sinha","4","120","1.9782600402832031","0",NULL,"1.55754005908966"
"610","Kader Khan","5","150","1.9782600402832031","0",NULL,"1.55754005908966"
"611","Rajeev Khandelwal","4","120","1.9782600402832031","0",NULL,"1.55754005908966"
"612","Anupama Verma","4","120","1.9782600402832031","0",NULL,"1.55754005908966"
"613","Anang Desai","4","120","1.9782600402832031","0",NULL,"1.55754005908966"
"614","Himesh Reshammiya","5","150","1.9782600402832031","0",NULL,"1.55754005908966"
"615","Bharati Achrekar","4","120","1.9782600402832031","0",NULL,"1.55754005908966"
"616","Ashish Vidyarthi","4","120","1.9782600402832031","0",NULL,"1.55754005908966"
"617","Purab Kohli","5","150","1.9782600402832031","0",NULL,"1.55754005908966"
"618","Ila Arun","5","140","1.7826100587844849","0",NULL,"1.44603002071381"
"619","Ram Kapoor","5","140","1.7826100587844849","0",NULL,"1.44603002071381"
"620","Manoj Joshi","5","140","1.7826100587844849","0",NULL,"1.44603002071381"
"621","Preeti Jhangiani","5","140","1.7826100587844849","0",NULL,"1.44603002071381"
"622","Jacky Bhagnani","5","140","1.7826100587844849","0",NULL,"1.44603002071381"
"623","Anuj Sawhney","4","110","1.7337000370025635","0",NULL,"1.41814994812012"
"624","Neha Sharma","5","130","1.586959958076477","0",NULL,"1.33451998233795"
"625","Neena Gupta","4","100","1.4891300201416016","0",NULL,"1.27876996994019"
"626","Gajendra Chouhan","4","100","1.4891300201416016","0",NULL,"1.27876996994019"
"627","Perizaad Zorabian","4","100","1.4891300201416016","0",NULL,"1.27876996994019"
"628","Aryan Vaid","4","100","1.4891300201416016","0",NULL,"1.27876996994019"
"629","Prateik","4","100","1.4891300201416016","0",NULL,"1.27876996994019"
"630","Sayaji Shinde","4","100","1.4891300201416016","0",NULL,"1.27876996994019"
"631","Anita Hassandani","4","100","1.4891300201416016","0",NULL,"1.27876996994019"
"632","Pooja Batra","4","100","1.4891300201416016","0",NULL,"1.27876996994019"
"633","Vatsal Seth","5","120","1.3912999629974365","0",NULL,"1.22301995754242"
"634","Suman Ranganathan","5","120","1.3912999629974365","0",NULL,"1.22301995754242"
"635","Javed Jaffrey","5","120","1.3912999629974365","0",NULL,"1.22301995754242"
"636","Mukesh Bhatt","5","120","1.3912999629974365","0",NULL,"1.22301995754242"
"637","Arjan Bajwa","4","90","1.244570016860962","0",NULL,"1.13937997817993"
"638","Kabir Bedi","4","90","1.244570016860962","0",NULL,"1.13937997817993"
"639","Mukul Dev","4","90","1.244570016860962","0",NULL,"1.13937997817993"
"640","Shawar Ali","4","90","1.244570016860962","0",NULL,"1.13937997817993"
"641","Ayesha Jhulka","4","90","1.244570016860962","0",NULL,"1.13937997817993"
"642","Rajesh Khanna","4","90","1.244570016860962","0",NULL,"1.13937997817993"
"643","Birbal","4","90","1.244570016860962","0",NULL,"1.13937997817993"
"644","Sayali Bhagat","4","90","1.244570016860962","0",NULL,"1.13937997817993"
"645","Kiran Kumar","5","110","1.1956499814987183","0",NULL,"1.11151003837585"
"646","Chunky Pandey","5","110","1.1956499814987183","0",NULL,"1.11151003837585"
"647","Mandira Bedi","5","110","1.1956499814987183","0",NULL,"1.11151003837585"
"648","Makrand Deshpande","5","110","1.1956499814987183","0",NULL,"1.11151003837585"
"649","Aditya Srivastava","5","110","1.1956499814987183","0",NULL,"1.11151003837585"
"650","Nauheed Cyrusi","5","100","1","0",NULL,"1"
"651","Abhay Bhargav","4","80","1","0",NULL,"1"
"652","Prashant Narayanan","4","80","1","0",NULL,"1"
"653","Puru Rajkumar","4","80","1","0",NULL,"1"
"654","Rohini Hattangadi","4","80","1","0",NULL,"1"
"655","Mukesh Ahuja","4","80","1","0",NULL,"1"
"656","Nagesh Bhonsle","5","100","1","0",NULL,"1"
"657","Shweta Bhardwaj","5","100","1","0",NULL,"1"
"658","Vikas Anand","4","80","1","0",NULL,"1"
"659","Akhilendra Mishra","4","80","1","0",NULL,"1"
"660","Rituparna Sengupta","4","80","1","0",NULL,"1"
"661","Hazel Croney","5","100","1","0",NULL,"1"
"662","Harman Baweja","4","80","1","0",NULL,"1"
"663","Sudha Chandran","4","80","1","0",NULL,"1"
"664","Shabana Azmi","4","80","1","0",NULL,"1"
"665","Benjamin Gilani","4","80","1","0",NULL,"1"
"666","Dev Anand","4","80","1","0",NULL,"1"
"667","Tanvi Azmi","4","80","1","0",NULL,"1"
"668","Adi Irani","4","80","1","0",NULL,"1"
"669","Achint Kaur","4","80","1","0",NULL,"1"
"670","Yuvika Chaudhry","5","100","1","0",NULL,"1"
"671","Pankaj Berry","5","100","1","0",NULL,"1"
"672","Varun Dhawan","0","0",NULL,"0",NULL,"4.73999977111816"
"673","Nargis Fakhri","0","0",NULL,"0",NULL,"4.80000019073486"
